全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像ライセンス,備考
042064,BB0420640026,宮城県白石市,湯口寺のイチョウ,トウコウジノイチョウ,,,市指定天然記念物,,,,,宮城県白石市福岡深谷字高野原44,宮城県,白石市,福岡深谷字高野原,44,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,本,,宗教法人　湯口寺,2002-3-29,,,,,,,白石市福岡深谷、深谷小学校の北西にある湯口寺（とうこうじ）の前庭中央に立っています。幹は真っ直ぐによく伸びており、樹高は25メートルです。,,白石市福岡深谷、深谷小学校の北西にある湯口寺（とうこうじ）の前庭中央に立っています。幹は真っ直ぐによく伸びており、樹高は25メートルです。均整のとれた枝張りで、樹勢もすこぶる旺盛。春の芽出しの緑、秋の黄葉の樹冠は大変美しいものがあります。,,,,無,無,無,無,無,無,無,http://www.city.shiroishi.miyagi.jp/soshiki/30/385.html,http://www.city.shiroishi.miyagi.jp/uploaded/image/301.jpg,,
042064,BB0420640027,宮城県白石市,堂形のケヤキ,ドウガタノケヤキ,,,市指定天然記念物,,,,,白石市福岡蔵本字堂形22,宮城県,白石市,福岡蔵本字堂形,22,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,本,,個人,2002-3-29,,,,,http://www.city.shiroishi.miyagi.jp/uploaded/image/280.jpg,,幹は地上5～7メートルの間で大きい支幹が数本出て壮大な樹形を作っており、枝張りの径は東西、南北ともに約23メートルに達しています。,,国道4号線白石バイパスと国道113号線との交差点の南側の用水堀北側に立っています。樹高は24メートル、幹周は4メートル87センチで推定樹齢は300年です。幹は地上5～7メートルの間で大きい支幹が数本出て壮大な樹形を作っており、枝張りの径は東西、南北ともに約23メートルに達しています。,,,,無,無,無,無,無,無,無,http://www.city.shiroishi.miyagi.jp/soshiki/30/364.html,http://www.city.shiroishi.miyagi.jp/uploaded/image/280.jpg,,
042064,BB0420640028,宮城県白石市,鎌先のトチノキ,カマサキノトチノキ,,,市指定天然記念物,,,,,白石市福岡蔵本字狐峯三番13,宮城県,白石市,福岡蔵本字狐峯三番,13,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,本,,個人,2002-3-29,,,,,http://www.city.shiroishi.miyagi.jp/uploaded/image/286.jpg,,樹高は21メートル、幹周は4メートル35センチで推定樹齢は250年です。幹は地上1メートル50センチ付近で3つに分かれて並立しています。,,鎌先温泉の源泉地近くの谷合いの斜面に立っています。樹高は21メートル、幹周は4メートル35センチで推定樹齢は250年です。幹は地上1メートル50センチ付近で3つに分かれて並立しています。,,,,無,無,無,無,無,無,無,http://www.city.shiroishi.miyagi.jp/soshiki/30/371.html,http://www.city.shiroishi.miyagi.jp/uploaded/image/286.jpg,,
042064,BB0420640029,宮城県白石市,常林寺のエドヒガン,ジョウリンジノエドヒガン,,,市指定天然記念物,,,,,宮城県白石市南町１丁目7-35,宮城県,白石市,南町１丁目,7-35,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,本,,宗教法人　常林寺,2008-7-7,,,,,http://www.city.shiroishi.miyagi.jp/uploaded/image/282.JPG,,樹高は8メートル、幹周は2メートル55センチです。白石市南町の常林寺境内、お寺の山門を入ってすぐの右手に立っています。,,樹高は8メートル、幹周は2メートル55センチです。白石市南町の常林寺境内、お寺の山門を入ってすぐの右手に立っています。一時樹勢が衰えましたが、治療の結果今では見事に回復しています。このエドヒガンは、白石のみならず東北に桜前線の到来を告げる早咲きのサクラで、毎年のようにテレビで紹介されている有名な樹木です。,,,,無,無,無,無,無,無,無,http://www.city.shiroishi.miyagi.jp/soshiki/30/367.html,http://www.city.shiroishi.miyagi.jp/uploaded/image/282.JPG,,
042064,BB0420640030,宮城県白石市,旧刈田病院本館,キュウカッタビョウインホンカン,,,市指定有形文化財,建造物,,,,宮城県白石市福岡蔵本字長峰14,宮城県,白石市,福岡蔵本字長峰,14,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,白石市,2008-7-7,,,,,http://www.city.shiroishi.miyagi.jp/uploaded/image/287.jpg,,この建物は、明治15年に宮城病院白石分院本館として建築され、県内最古の洋式病院建築といわれています。,,この建物は、明治15年に宮城病院白石分院本館として建築され、県内最古の洋式病院建築といわれています。その後、組合立の病院となり、昭和29年には今の白石第一小学校校庭に移築され、中央公民館、図書館として活用されました。（現在は解体・保存されています。）,,,,無,無,無,無,無,無,無,http://www.city.shiroishi.miyagi.jp/soshiki/30/372.html,http://www.city.shiroishi.miyagi.jp/uploaded/image/287.jpg,,
042064,BB0420640031,宮城県白石市,白石城（三階櫓・大手一ノ門・大手二ノ門・土塀・石垣）,シロイシジョウ（サンカイヤグラ・オオテイチノモン・オオテニノモン・ドベイ・イシガキ）,,,指定有形文化財,建造物,,,,宮城県白石市益岡町1-4ほか,宮城県,白石市,益岡町,1-4ほか,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,6,,,白石市,2011-7-6,,,,,http://www.city.shiroishi.miyagi.jp/uploaded/image/298.JPG,,白石城が現在の近世城郭になったといわれているのは、天正19年（1591）蒲生氏による城郭整備によるものといわれています。蒲生氏の後、上杉氏、伊達氏の所領となり、慶長7年（1602）から伊達氏の家臣である片倉氏が白石城を居城としました。,,白石城が現在の近世城郭になったといわれているのは、天正19年（1591）蒲生氏による城郭整備によるものといわれています。蒲生氏の後、上杉氏、伊達氏の所領となり、慶長7年（1602）から伊達氏の家臣である片倉氏が白石城を居城としました。,,,,有,無,無,無,無,無,無,http://www.city.shiroishi.miyagi.jp/soshiki/30/382.html,http://www.city.shiroishi.miyagi.jp/uploaded/attachment/4143.JPG,,
042064,BB0420640032,宮城県白石市,古山家門,フルヤマケモン,,,指定有形文化財,建造物,,,,宮城県白石市大平坂谷字西在家前27,宮城県,白石市,大平坂谷字西在家前,27,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,個人,2018-9-3,,,,,,,古山家門は、かつて白石城三之丸の筆頭家老本澤家にあったもので、明治の御維新の際に現在地に移設されました。,,屋根は切妻（平入り）、釉薬瓦・桟瓦葺き、腰壁は下見板張り、腰壁上部は土壁下地の漆喰塗です。古山家門の建築年代であるが、棟札や墨書などの資料がなく不明ですが、白石城の遺構としては、延命寺山門、当信寺山門、ほかに土蔵が1棟のみであり、貴重な建物です。,,,,無,無,無,無,無,無,無,http://www.city.shiroishi.miyagi.jp/soshiki/30/30724.html,,,
042064,BB0420640033,宮城県白石市,延命寺山門,エンメイジサンモン,,,登録有形文化財,建造物,,,,宮城県白石市字不澄ケ池68-1,宮城県,白石市,不澄ケ池,68-1,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,宗教法人　延命寺,2016-2-25,,,,,,,延命寺の山門は、白石城の厩口門（うまやぐちもん）を移築したもので、三間一戸、木造二階建、櫓門形式です。,,延命寺の山門は、白石城の厩口門（うまやぐちもん）を移築したもので、三間一戸、木造二階建、櫓門形式です。白石城の希少な遺構として、白石の歴史的な景観に寄与していることから登録文化財となりました。,,,,無,無,無,無,無,無,無,,,,
042064,BB0420640034,宮城県白石市,當信寺本堂,トウシンジホンドウ,,,登録有形文化財,建造物,,,,宮城県白石市字本町62,宮城県,白石市,本町,62,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,宗教法人　當信寺,2016-8-1,,,,,,,本堂は、天保2年に建築されたものです。,,本堂は、天保2年に建築されたもので、本堂内部「内陣」の天井には仙台藩の絵師佐久間六所（1782年～1863年）の龍図が描かれています。,,,,無,無,無,無,無,無,無,,,,
042064,BB0420640035,宮城県白石市,當信寺山門,トウシンジサンモン,,,登録有形文化財,建造物,,,,宮城県白石市字本町62,宮城県,白石市,本町,62,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,宗教法人　當信寺,2016-8-1,,,,,,,山門は、白石城二ノ丸大手二ノ門を移築したものです。,,山門は、白石城二ノ丸大手二ノ門を移築したものと伝わり、以前は2階を鐘楼として使用していた時期があり鐘が吊れるようになっています。,,,,無,無,無,無,無,無,無,,,,
042064,BB0420640036,宮城県白石市,一條旅舘木造本館,イチジョウリョカンモクゾウホンカン,,,登録有形文化財,建造物,,,,宮城県白石市福岡蔵本字鎌先一番40-4,宮城県,白石市,福岡蔵本字鎌先一番,40-4,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,合資会社　一條旅舘,2016-8-1,,,,,,,木造本館は昭和16年に建築され、地上3階一部地下1階の木造4階建てです。,,木造本館は昭和16年に建築され、地上3階一部地下1階の木造4階建てです。スギの良材を多用して柱の過半を通し柱とする点が大きな特徴です。,,,,無,無,無,無,無,無,無,,,,
042064,BB0420640037,宮城県白石市,一條旅舘湯向棟,イチジョウリョカンユムカイトウ,,,登録有形文化財,建造物,,,,宮城県白石市福岡蔵本字鎌先一番40-4,宮城県,白石市,福岡蔵本字鎌先一番,40-4,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,合資会社　一條旅舘,2016-8-1,,,,,,,湯向棟は、切妻造り、鉄板平葺きの木造2階建てです。,,湯向棟は、切妻造り、鉄板平葺きの木造2階建てで、改修部分が少なく、創建当時の姿をよく残しています。,,,,無,無,無,無,無,無,無,,,,
042064,BB0420640038,宮城県白石市,一條旅舘土蔵,イチジョウリョカンドゾウ,,,登録有形文化財,建造物,,,,宮城県白石市福岡蔵本字鎌先一番40-4,宮城県,白石市,福岡蔵本字鎌先一番,40-4,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,合資会社　一條旅舘,2016-8-1,,,,,,,土蔵は、明治前期に建築され、切妻造り、鉄板横葺き置屋根がのっています。,,土蔵は、明治前期に建築され、切妻造り、鉄板横葺き置屋根がのっています。,,,,無,無,無,無,無,無,無,,,,
042064,BB0420640039,宮城県白石市,壽丸屋敷店蔵,スマルヤシキミセグラ,,,登録有形文化財,建造物,,,,宮城県白石市字中町48-5、48-8,宮城県,白石市,字中町,48-5、48-8,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,白石市,2019-9-10,,,,,,,白石の商家渡辺家が居を構えた屋敷。,, 白石の商家渡辺家が居を構えた壽丸屋敷。 土蔵造り２階建て 切妻造り、桟瓦葺きである。,,,,有,無,無,無,無,無,無,,,,
042064,BB0420640040,宮城県白石市,壽丸屋敷主屋,スマルヤシキオモヤ,,,登録有形文化財,建造物,,,,宮城県白石市字中町48-5、48-8,宮城県,白石市,字中町,48-5、48-8,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,白石市,2019-9-10,,,,,,,白石の商家渡辺家が居を構えた屋敷。,,白石の商家渡辺家が居を構えた壽丸屋敷。 主屋は木造一部２階建て、入母屋造り、桟瓦葺きで玄関脇に洋室の応接間が配置され、基礎は煉瓦積です。,,,,有,無,無,無,無,無,無,,,,
042064,BB0420640041,宮城県白石市,玉幸,タマコウ,,,登録有形文化財,建造物,,,,宮城県白石市字堂場前24ほか,宮城県,白石市,堂場前,24ほか,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,個人,2021-2-4,,,,,,,白石市を代表する料亭建築である。  戦前の白石には「白石に過ぎたるもの３つあり、一に公会堂、一に武徳殿、残る一は料亭玉幸なり」と言われた。,, 白石市を代表する料亭建築である。敷地入り口前には、沢端川が流れており、橋を渡り、玉幸の門をくぐるようになっている。敷地中央に池があり、それを取り囲むように西、東棟が配置されている。,,,,無,無,無,無,無,無,無,,,,
042064,BB0420640042,宮城県白石市,孝子堂,コウシドウ,,,登録有形文化財,建造物,,,,宮城県白石市大鷹沢三沢字熊野堂42,宮城県,白石市,大鷹沢三沢字熊野堂,42,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,棟,,宗教法人　専念寺,2021-10-14,,,,,,,方一間宝形造銅板葺向拝付で虹梁や組物で飾り、四周切目縁で全体に朱漆塗となっている建物です。,,歌舞伎の仇討ち演目である白石噺ゆかりの小堂で、方一間宝形造銅板葺向拝付で虹梁や組物で飾り、四周切目縁で全体に朱漆塗となっている建物です。,,,,有,無,無,無,無,無,無,,,,
042064,BB0420640043,宮城県白石市,白石紙布,シロイシシフ,,,記録作成等の措置を講ずべき無形の民俗文化財,工芸技術,,,,宮城県白石市,宮城県,白石市,,,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,,,,1995-3-19,,,,,,,糸に和紙を用いて、衣服や小物入れ等を製作していました。,,近世において、和紙を生産していた地域であった白石は、糸に和紙を用いて衣服等を製作し、生活に利用していました。,,,,無,無,無,無,無,無,無,,,,
042064,BB0420640044,宮城県白石市,白川犬卒都婆のゴンダチ,シロイシイヌソトバノゴンダチ,,,記録作成等の措置を講ずべき無形の民俗文化財,その他,,,,宮城県白石市白川犬卒都婆字岩ノ上地内,宮城県,白石市,白川犬卒都婆字岩ノ上地内,,,,,,,(0224)22-1343,,,https://www.city.shiroishi.miyagi.jp/form/detail.php?sec_sec1=30&lif_id=30718,,9890206,1,,,羽山神社氏子ほか,2004-2-6,,,,,,,11月8日に数えで7歳になった男子に一升の餅を背負わせて羽山神社に奉納する行事です。,,11月8日に数えで7歳になった男子に一升の餅を背負わせて羽山神社に奉納する行事です。少なくとも、18世紀後半には行われていると考えられており、現在も、当日夜明け前に奉納する行事が行われています。,,,,無,無,無,無,無,無,無,,,,
